match_id,season,match_no,date,venue,batting_team,bowling_team,innings,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,wicket_type,player_dismissed,fielder,phase
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,7.1,Charles Amini,Khawar Ali,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,7.2,Assad Vala,Khawar Ali,6,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,7.3,Assad Vala,Khawar Ali,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,7.4,Charles Amini,Khawar Ali,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,7.5,Assad Vala,Khawar Ali,2,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,7.6,Assad Vala,Khawar Ali,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,8.1,Assad Vala,Aqib Ilyas,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,8.2,Assad Vala,Aqib Ilyas,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,8.3,Charles Amini,Aqib Ilyas,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,8.4,Assad Vala,Aqib Ilyas,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,8.5,Charles Amini,Aqib Ilyas,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,8.6,Assad Vala,Aqib Ilyas,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,9.1,Assad Vala,Khawar Ali,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,9.2,Charles Amini,Khawar Ali,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,9.3,Assad Vala,Khawar Ali,0,2,0,1,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,9.4,Assad Vala,Khawar Ali,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,9.5,Charles Amini,Khawar Ali,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,9.6,Assad Vala,Khawar Ali,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,10.1,Assad Vala,Aqib Ilyas,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,10.2,Charles Amini,Aqib Ilyas,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,10.3,Assad Vala,Aqib Ilyas,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,10.4,Charles Amini,Aqib Ilyas,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,10.5,Assad Vala,Aqib Ilyas,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,10.6,Assad Vala,Aqib Ilyas,6,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,11.1,Charles Amini,Mohammad Nadeem,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,11.2,Charles Amini,Mohammad Nadeem,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,11.3,Assad Vala,Mohammad Nadeem,0,0,0,0,0,0,runout,Charles Amini,Mohammad Nadeem,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,11.4,Assad Vala,Mohammad Nadeem,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,11.5,Assad Vala,Mohammad Nadeem,4,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,11.6,Assad Vala,Mohammad Nadeem,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,12.1,Sese Bau,Zeeshan Maqsood,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,12.2,Sese Bau,Zeeshan Maqsood,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,12.3,Sese Bau,Zeeshan Maqsood,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,12.4,Sese Bau,Zeeshan Maqsood,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,12.5,Assad Vala,Zeeshan Maqsood,4,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,12.6,Assad Vala,Zeeshan Maqsood,6,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,13.1,Sese Bau,Mohammad Nadeem,0,1,0,1,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,13.2,Assad Vala,Mohammad Nadeem,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,13.3,Sese Bau,Mohammad Nadeem,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,13.4,Sese Bau,Mohammad Nadeem,2,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,13.5,Sese Bau,Mohammad Nadeem,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,13.6,Assad Vala,Mohammad Nadeem,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,14.1,Assad Vala,Kaleemullah,0,0,0,0,0,0,caught,Assad Vala,Jatinder Singh,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,14.2,Sese Bau,Kaleemullah,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,14.3,Sese Bau,Kaleemullah,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,14.4,Norman Vanua,Kaleemullah,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,14.5,Sese Bau,Kaleemullah,4,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,14.6,Sese Bau,Kaleemullah,4,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,15.1,Norman Vanua,Zeeshan Maqsood,0,0,0,0,0,0,bowled,Norman Vanua,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,15.2,Simon Atai,Zeeshan Maqsood,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,15.3,Sese Bau,Zeeshan Maqsood,0,0,0,0,0,0,caught,Sese Bau,Jatinder Singh,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,15.4,Kiplin Doriga,Zeeshan Maqsood,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,15.5,Kiplin Doriga,Zeeshan Maqsood,0,0,0,0,0,0,caught,Kiplin Doriga,Sandeep Goud,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,15.6,Damien Ravu,Zeeshan Maqsood,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,16.1,Simon Atai,Bilal Khan,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,16.2,Simon Atai,Bilal Khan,0,1,0,1,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,16.3,Damien Ravu,Bilal Khan,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,16.4,Damien Ravu,Bilal Khan,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,16.5,Simon Atai,Bilal Khan,2,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,16.6,Simon Atai,Bilal Khan,0,0,0,0,0,0,caught,Simon Atai,Ayan Khan,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,17.1,Kabua Morea,Zeeshan Maqsood,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,17.2,Damien Ravu,Zeeshan Maqsood,0,0,0,0,0,0,caught,Damien Ravu,Mohammad Nadeem,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,17.3,Kabua Morea,Zeeshan Maqsood,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,17.4,Pokana,Zeeshan Maqsood,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,17.5,Pokana,Zeeshan Maqsood,0,1,1,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,17.5,Pokana,Zeeshan Maqsood,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,17.6,Pokana,Zeeshan Maqsood,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,18.1,Kabua Morea,Bilal Khan,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,18.2,Kabua Morea,Bilal Khan,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,18.3,Pokana,Bilal Khan,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,18.4,Kabua Morea,Bilal Khan,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,18.5,Pokana,Bilal Khan,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,18.6,Pokana,Bilal Khan,1,0,0,0,0,0,,,,Group stage
