match_id,season,match_no,date,venue,batting_team,bowling_team,innings,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,wicket_type,player_dismissed
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,0.1,van der Dussen,Topley,0,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,0.2,van der Dussen,Topley,0,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,0.3,van der Dussen,Topley,2,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,0.4,van der Dussen,Topley,2,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,0.5,van der Dussen,Topley,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,0.6,Rickelton,Topley,0,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,1.1,van der Dussen,Subrayen,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,1.2,Rickelton,Subrayen,0,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,1.3,Rickelton,Subrayen,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,1.4,van der Dussen,Subrayen,0,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,1.5,van der Dussen,Subrayen,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,1.6,Rickelton,Subrayen,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,2.1,Rickelton,Richard Gleeson,0,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,2.2,Rickelton,Richard Gleeson,4,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,2.3,Rickelton,Richard Gleeson,6,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,2.4,Rickelton,Richard Gleeson,0,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,2.5,Rickelton,Richard Gleeson,4,1,0,0,0,1,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,2.5,Rickelton,Richard Gleeson,6,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,2.6,Rickelton,Richard Gleeson,2,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,3.1,van der Dussen,Subrayen,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,3.2,Rickelton,Subrayen,4,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,3.3,Rickelton,Subrayen,0,1,1,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,3.3,Rickelton,Subrayen,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,3.4,van der Dussen,Subrayen,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,3.5,Rickelton,Subrayen,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,3.6,van der Dussen,Subrayen,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,4.1,van der Dussen,Topley,6,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,4.2,van der Dussen,Topley,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,4.3,Rickelton,Topley,4,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,4.4,Rickelton,Topley,2,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,4.5,Rickelton,Topley,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,4.6,van der Dussen,Topley,0,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,5.1,Rickelton,Keemo Paul,0,1,0,0,0,1,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,5.1,Rickelton,Keemo Paul,0,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,5.2,Rickelton,Keemo Paul,0,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,5.3,Rickelton,Keemo Paul,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,5.4,van der Dussen,Keemo Paul,0,1,0,1,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,5.5,Rickelton,Keemo Paul,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,5.6,van der Dussen,Keemo Paul,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,6.1,van der Dussen,Maharaj,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,6.2,Rickelton,Maharaj,6,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,6.3,Rickelton,Maharaj,6,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,6.4,Rickelton,Maharaj,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,6.5,van der Dussen,Maharaj,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,6.6,Rickelton,Maharaj,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,7.1,Rickelton,Keemo Paul,1,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,7.2,van der Dussen,Keemo Paul,4,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,7.3,van der Dussen,Keemo Paul,0,0,0,0,0,0,caught,van der Dussen
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,7.4,Brevis,Keemo Paul,4,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,7.5,Brevis,Keemo Paul,0,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,7.6,Brevis,Keemo Paul,0,0,0,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,8.1,Rickelton,Maharaj,0,1,1,0,0,0,,
202402,2024,2,"Jan 11, 2024","Kingsmead, Durban",MICT,DSG,1,8.1,Rickelton,Maharaj,0,0,0,0,0,0,,
