match_id,season,match_no,date,venue,batting_team,bowling_team,innings,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,wicket_type,player_dismissed,fielder
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,0.1,Lanning,Tanuja Kanwar,0,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,0.2,Lanning,Tanuja Kanwar,0,1,1,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,0.2,Lanning,Tanuja Kanwar,1,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,0.3,Shafali Verma,Tanuja Kanwar,4,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,0.4,Shafali Verma,Tanuja Kanwar,0,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,0.5,Shafali Verma,Tanuja Kanwar,6,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,0.6,Shafali Verma,Tanuja Kanwar,0,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,1.1,Lanning,Bryce,1,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,1.2,Shafali Verma,Bryce,0,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,1.3,Shafali Verma,Bryce,1,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,1.4,Lanning,Bryce,1,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,1.5,Shafali Verma,Bryce,0,1,1,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,1.5,Shafali Verma,Bryce,1,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,1.6,Lanning,Bryce,0,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,2.1,Shafali Verma,Meghna Singh,1,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,2.2,Lanning,Meghna Singh,0,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,2.3,Lanning,Meghna Singh,0,1,1,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,2.3,Lanning,Meghna Singh,1,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,2.4,Shafali Verma,Meghna Singh,0,0,0,0,0,0,caught,Shafali Verma,Wolvaardt
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,2.5,Capsey,Meghna Singh,0,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,2.6,Capsey,Meghna Singh,1,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,3.1,Capsey,Gardner,1,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,3.2,Lanning,Gardner,1,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,3.3,Capsey,Gardner,4,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,3.4,Capsey,Gardner,0,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,3.5,Capsey,Gardner,1,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,3.6,Lanning,Gardner,4,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,4.1,Capsey,Tanuja Kanwar,4,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,4.2,Capsey,Tanuja Kanwar,0,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,4.3,Capsey,Tanuja Kanwar,0,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,4.4,Capsey,Tanuja Kanwar,4,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,4.5,Capsey,Tanuja Kanwar,1,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,4.6,Lanning,Tanuja Kanwar,1,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,5.1,Lanning,Bryce,1,0,0,0,0,0,,,
202410,2024,10,"Mar 03, 2024","M.Chinnaswamy Stadium, Bengaluru",DCW,GGT,1,5.2,Capsey,Bryce,1,0,0,0,0,0,,,
